TIME [s]	Accel. [cm/s^2
65.58	-4.162
65.60	-4.527
65.62	-4.450
65.64	-4.454
65.66	-4.464
65.68	-4.361
65.70	-5.133
65.72	-6.966
65.74	-6.284
65.76	-5.057
65.78	-4.189
65.80	-4.310
65.82	-4.205
65.84	-5.637
65.86	-6.895
65.88	-6.871
65.90	-6.593
65.92	-5.099
65.94	-4.025
65.96	-4.027
65.98	-3.842
66.00	-4.274
66.02	-4.382
66.04	-3.870
66.06	-3.650
66.08	-1.708
66.10	-1.220
66.12	-1.159
66.14	-1.129
66.16	-0.807
66.18	-0.147
66.20	-2.595
66.22	-4.622
66.24	-4.307
66.26	-3.813
66.28	-2.522
66.30	-2.567
66.32	-1.559
66.34	-1.161
66.36	-0.816
66.38	0.314
66.40	1.176
66.42	2.835
66.44	3.017
66.46	4.023
66.48	5.215
66.50	6.252
66.52	8.166
66.54	8.163
66.56	6.878
66.58	5.406
66.60	3.662
66.62	2.602
66.64	1.781
66.66	1.869
66.68	2.817
66.70	3.359
66.72	4.089
66.74	3.866
66.76	2.759
66.78	2.816
66.80	2.960
66.82	2.825
66.84	3.021
66.86	2.950
66.88	2.283
66.90	1.438
66.92	1.992
66.94	3.026
66.96	2.890
66.98	2.990
67.00	2.975
67.02	2.263
67.04	0.998
67.06	0.280
67.08	0.265
67.10	-0.563
67.12	-1.647
67.14	-2.510
67.16	-2.820
67.18	-2.680
67.20	-3.606
67.22	-4.812
67.24	-5.472
67.26	-5.864
67.28	-6.336
67.30	-8.449
67.32	-10.018
67.34	-9.761
67.36	-8.464
67.38	-7.717
67.40	-7.790
67.42	-7.775
67.44	-7.970
67.46	-7.193
67.48	-6.469
67.50	-6.774
67.52	-6.442
67.54	-5.649
67.56	-5.122
67.58	-5.459
67.60	-6.162
67.62	-5.503
67.64	-5.013
67.66	-4.137
67.68	-3.207
67.70	-2.654
67.72	-2.206
67.74	-0.519
67.76	1.338
67.78	2.416
67.80	2.319
67.82	1.945
67.84	3.473
67.86	4.170
67.88	5.458
67.90	4.848
67.92	4.005
67.94	3.297
67.96	2.451
67.98	3.739
68.00	4.349
68.02	5.916
68.04	6.770
68.06	6.772
68.08	6.724
68.10	6.937
68.12	8.034
68.14	8.057
68.16	7.293
68.18	6.548
68.20	5.796
68.22	5.308
68.24	5.678
68.26	6.782
68.28	6.652
68.30	5.744
68.32	4.968
68.34	4.362
68.36	4.324
68.38	4.813
68.40	4.990
68.42	4.149
68.44	4.114
68.46	2.825
68.48	1.600
68.50	1.275
68.52	0.498
68.54	0.091
68.56	0.099
68.58	-0.607
68.60	-1.291
68.62	-1.245
68.64	-1.244
68.66	-1.587
68.68	-2.740
68.70	-2.031
68.72	-1.214
68.74	-1.204
68.76	-1.260
68.78	-1.163
68.80	-1.427
68.82	-2.462
68.84	-2.539
68.86	-3.654
68.88	-3.915
68.90	-3.783
68.92	-3.903
68.94	-3.740
68.96	-3.979
68.98	-3.105
69.00	-3.310
69.02	-3.951
69.04	-4.340
69.06	-4.840
69.08	-4.091
69.10	-4.203
69.12	-5.784
69.14	-7.009
69.16	-8.050
69.18	-9.246
69.20	-9.263
69.22	-8.210
69.24	-7.787
69.26	-6.907
69.28	-6.304
69.30	-5.578
69.32	-4.128
69.34	-3.812
69.36	-3.236
69.38	-2.207
69.40	-3.320
69.42	-3.408
69.44	-2.831
69.46	-2.428
69.48	-2.354
69.50	-2.357
69.52	-2.406
69.54	-1.958
69.56	-1.213
69.58	-2.241
69.60	-1.482
69.62	-1.031
69.64	-1.150
69.66	-1.177
69.68	-1.167
69.70	-1.230
69.72	-1.269
69.74	-1.286
69.76	-1.188
69.78	-0.973
69.80	-1.278
69.82	-0.138
69.84	0.808
69.86	2.137
69.88	4.001
69.90	4.151
69.92	3.919
69.94	4.677
69.96	5.423
69.98	5.256
70.00	4.670
70.02	3.836
70.04	3.934
70.06	3.679
70.08	2.934
70.10	2.733
70.12	2.112
70.14	0.526
70.16	-1.213
70.18	-0.320
70.20	0.048
70.22	0.281
70.24	1.130
70.26	1.051
70.28	1.049
70.30	0.964
70.32	0.998
70.34	0.924
70.36	0.850
70.38	0.955
70.40	0.753
70.42	1.617
70.44	2.134
70.46	3.219
70.48	3.391
70.50	4.310
70.52	4.647
70.54	3.382
70.56	3.135
70.58	2.132
70.60	2.407
70.62	1.997
70.64	2.160
70.66	2.051
70.68	0.981
70.70	0.133
70.72	-0.706
70.74	0.230
70.76	1.002
70.78	0.421
70.80	-0.649
70.82	-0.347
70.84	0.639
70.86	0.972
70.88	2.115
70.90	0.939
70.92	0.764
70.94	0.547
70.96	1.313
70.98	2.296
71.00	1.855
71.02	1.109
71.04	0.329
71.06	0.539
71.08	0.330
71.10	0.367
71.12	0.343
71.14	0.092
71.16	-1.056
71.18	-0.748
71.20	-1.313
71.22	-2.253
71.24	-3.134
71.26	-4.556
71.28	-4.791
71.30	-4.789
71.32	-4.548
71.34	-3.531
71.36	-2.313
71.38	-1.914
71.40	-0.808
71.42	-0.815
71.44	-0.816
71.46	-1.092
71.48	-0.457
71.50	-0.587
71.52	-0.849
71.54	0.098
71.56	0.695
71.58	2.187
71.60	2.540
71.62	1.790
71.64	1.927
71.66	2.993
71.68	2.924
71.70	2.855
71.72	2.938
71.74	2.214
71.76	1.381
71.78	1.442
71.80	1.478
71.82	1.343
71.84	1.808
71.86	2.756
71.88	3.397
71.90	4.336
71.92	4.053
71.94	4.308
71.96	4.119
71.98	4.720
72.00	5.600
72.02	5.989
72.04	7.169
72.06	7.046
72.08	7.151
72.10	7.040
72.12	7.197
72.14	6.636
72.16	5.494
72.18	5.727
72.20	5.404
72.22	4.343
72.24	3.922
72.26	2.783
72.28	2.418
72.30	2.194
72.32	1.546
72.34	0.543
72.36	-0.006
72.38	0.064
72.40	-0.026
72.42	0.069
72.44	-0.192
72.46	-0.193
72.48	-1.023
72.50	-0.534
72.52	0.256
72.54	-0.174
72.56	-1.023
72.58	-1.344
72.60	-1.225
72.62	-1.316
72.64	-1.386
72.66	-0.619
72.68	-0.986
72.70	-1.592
72.72	-2.302
72.74	-2.852
72.76	-2.713
72.78	-2.404
72.80	-0.720
72.82	0.008
72.84	-0.008
72.86	0.021
72.88	-0.827
72.90	-1.765
72.92	-2.703
72.94	-2.714
72.96	-2.633
72.98	-2.620
73.00	-2.628
73.02	-3.859
73.04	-3.922
73.06	-3.939
73.08	-3.980
73.10	-4.498
73.12	-5.196
73.14	-4.348
73.16	-2.778
73.18	-2.573
73.20	-3.528
73.22	-4.477
73.24	-5.317
73.26	-5.321
73.28	-5.262
73.30	-5.353
73.32	-5.218
73.34	-5.536
73.36	-6.520
73.38	-6.612
73.40	-6.603
73.42	-6.750
73.44	-6.281
73.46	-5.433
73.48	-5.232
73.50	-5.378
73.52	-4.994
73.54	-3.992
73.56	-4.038
73.58	-3.955
73.60	-3.382
73.62	-3.639
73.64	-3.507
73.66	-2.804
73.68	-2.492
73.70	-2.559
73.72	-2.459
73.74	-2.362
73.76	-1.061
73.78	0.193
73.80	0.265
73.82	0.304
73.84	0.721
73.86	1.710
73.88	2.216
73.90	2.080
73.92	1.673
73.94	1.906
73.96	1.669
73.98	2.060
74.00	2.970
74.02	3.530
74.04	4.440
74.06	3.908
74.08	4.241
74.10	3.386
74.12	3.290
74.14	3.801
74.16	3.237
74.18	2.355
74.20	0.875
74.22	0.176
74.24	0.733
74.26	2.523
74.28	3.261
74.30	3.470
74.32	3.267
74.34	3.165
74.36	3.374
74.38	3.232
74.40	3.412
74.42	3.157
74.44	3.826
74.46	3.853
74.48	3.274
74.50	3.464
74.52	3.137
74.54	3.289
74.56	3.153
74.58	3.151
74.60	3.132
74.62	3.141
74.64	3.151
74.66	3.125
74.68	3.248
74.70	2.157
74.72	1.579
74.74	1.060
74.76	0.546
74.78	0.021
74.80	-1.042
74.82	-1.795
74.84	-2.350
74.86	-2.093
74.88	-2.379
74.90	-2.979
74.92	-2.901
74.94	-2.349
74.96	-2.024
74.98	-1.925
75.00	-1.927
75.02	-1.875
75.04	-1.951
75.06	-1.935
75.08	-2.086
75.10	-2.006
75.12	-2.231
75.14	-1.727
75.16	-0.847
75.18	-1.111
75.20	-0.944
75.22	-0.830
75.24	-0.745
75.26	-1.063
75.28	-0.954
75.30	-1.000
75.32	-0.985
75.34	-0.953
75.36	-1.549
75.38	-1.405
75.40	-0.839
75.42	-0.564
75.44	-0.789
75.46	-1.623
75.48	-2.228
75.50	-1.862
75.52	-0.680
75.54	0.497
75.56	0.281
75.58	-0.014
75.60	0.527
75.62	0.435
75.64	1.133
75.66	2.985
75.68	3.321
75.70	3.266
75.72	3.275
75.74	3.236
75.76	3.333
75.78	3.161
75.80	1.927
75.82	0.722
75.84	0.812
75.86	0.635
75.88	1.489
75.90	2.123
75.92	1.979
75.94	0.972
75.96	0.582
75.98	0.632
76.00	0.493
76.02	0.457
76.04	0.535
76.06	-0.451
76.08	-2.201
76.10	-2.227
76.12	-2.268
76.14	-2.235
76.16	-2.159
76.18	-2.164
76.20	-2.142
76.22	-2.176
76.24	-2.149
76.26	-2.359
76.28	-0.974
76.30	0.601
76.32	0.216
76.34	0.987
76.36	0.889
76.38	0.228
76.40	0.350
76.42	0.297
76.44	0.713
76.46	0.842
76.48	1.527
76.50	1.629
76.52	1.214
76.54	0.644
76.56	0.509
76.58	0.486
76.60	0.920
76.62	2.540
76.64	3.198
76.66	3.077
76.68	3.070
76.70	3.079
76.72	3.068
76.74	3.085
76.76	3.064
76.78	3.095
76.80	3.056
76.82	3.105
76.84	3.084
76.86	3.246
76.88	3.091
76.90	3.297
76.92	2.986
76.94	3.768
76.96	4.147
76.98	3.099
77.00	3.185
77.02	3.116
77.04	1.870
77.06	1.781
77.08	1.186
77.10	0.275
77.12	0.309
77.14	0.597
77.16	2.129
77.18	2.019
77.20	1.330
77.22	0.346
77.24	0.389
77.26	-0.956
77.28	-2.360
77.30	-2.429
77.32	-2.226
77.34	-2.030
77.36	-2.463
77.38	-2.512
77.40	-2.547
77.42	-2.623
77.44	-2.603
77.46	-2.634
77.48	-2.583
77.50	-3.224
77.52	-4.239
77.54	-4.688
77.56	-5.259
77.58	-5.156
77.60	-5.169
77.62	-5.129
77.64	-5.006
77.66	-5.640
77.68	-6.279
77.70	-6.496
77.72	-6.405
77.74	-6.518
77.76	-6.373
77.78	-7.617
77.80	-7.897
77.82	-8.027
77.84	-7.591
77.86	-6.675
77.88	-5.968
77.90	-5.135
77.92	-5.339
77.94	-5.468
77.96	-4.932
77.98	-2.742
78.00	-2.795
78.02	-2.711
78.04	-2.942
78.06	-1.688
78.08	-0.165
78.10	-0.256
78.12	1.009
78.14	2.212
78.16	2.128
78.18	0.899
78.20	1.733
78.22	2.611
78.24	2.465
78.26	2.804
78.28	3.026
78.30	4.607
78.32	5.497
78.34	5.273
78.36	5.543
78.38	5.329
78.40	6.093
78.42	5.575
78.44	5.684
78.46	6.818
78.48	6.015
78.50	5.253
78.52	4.952
78.54	4.688
78.56	3.587
78.58	3.441
78.60	2.395
78.62	1.882
78.64	0.508
78.66	-0.714
78.68	1.414
78.70	1.767
78.72	1.791
78.74	1.792
78.76	1.798
78.78	3.659
78.80	4.756
78.82	4.493
78.84	4.568
78.86	4.543
78.88	4.701
78.90	6.284
78.92	6.666
78.94	5.200
78.96	4.397
78.98	4.183
79.00	2.232
79.02	1.784
79.04	1.337
79.06	-0.901
79.08	-1.131
79.10	-1.093
79.12	-1.122
79.14	-1.092
79.16	-1.235
79.18	-2.415
79.20	-1.926
79.22	-1.161
79.24	-1.096
79.26	-1.185
79.28	-1.022
79.30	-1.965
79.32	-2.308
79.34	-1.058
79.36	-1.188
79.38	-1.123
79.40	-1.168
79.42	-1.145
79.44	-1.158
79.46	-1.170
79.48	-1.032
79.50	-0.443
79.52	-0.942
79.54	-1.238
79.56	-1.148
79.58	-1.156
79.60	-1.107
79.62	-1.196
79.64	-1.192
79.66	-1.169
79.68	-1.234
79.70	-1.138
79.72	-1.237
79.74	0.294
79.76	0.193
79.78	-0.983
79.80	-2.307
79.82	-4.136
79.84	-3.874
79.86	-4.055
79.88	-4.070
79.90	-4.051
79.92	-4.117
79.94	-4.016
79.96	-4.171
79.98	-4.034
80.00	-5.469
80.02	-5.737
80.04	-4.256
80.06	-4.320
80.08	-3.864
80.10	-3.142
80.12	-1.792
80.14	-1.735
80.16	-1.806
80.18	-1.734
80.20	-1.796
80.22	-1.727
80.24	-1.726
80.26	-1.656
80.28	-1.673
80.30	-1.130
80.32	0.237
80.34	1.342
80.36	1.315
80.38	1.456
80.40	1.356
80.42	1.561
80.44	1.423
80.46	1.745
80.48	0.316
80.50	-1.452
80.52	-1.193
80.54	-1.299
80.56	0.617
80.58	1.440
80.60	1.434
80.62	1.362
80.64	1.493
80.66	0.786
80.68	-1.261
80.70	-1.334
80.72	-1.358
80.74	-1.344
80.76	-1.310
80.78	-1.355
80.80	-1.355
80.82	-1.370
80.84	-1.346
80.86	-1.391
80.88	-1.329
80.90	-1.440
80.92	-1.175
80.94	-1.148
80.96	-1.432
80.98	-1.369
81.00	-1.369
81.02	-1.460
81.04	-1.384
81.06	-1.548
81.08	-0.446
81.10	1.493
81.12	1.009
81.14	-1.104
81.16	-1.466
81.18	-1.571
81.20	0.224
81.22	1.420
81.24	0.971
81.26	1.207
81.28	0.881
81.30	0.990
81.32	0.701
81.34	1.350
81.36	3.040
81.38	3.310
81.40	3.131
81.42	3.076
81.44	2.874
81.46	2.248
81.48	2.111
81.50	2.734
81.52	2.607
81.54	2.532
81.56	2.461
81.58	2.373
81.60	2.365
81.62	1.830
81.64	1.832
81.66	2.161
81.68	1.961
81.70	1.993
81.72	1.890
81.74	1.863
81.76	1.815
81.78	1.709
81.80	2.750
81.82	4.266
81.84	4.283
81.86	4.015
81.88	4.195
81.90	4.240
81.92	4.107
81.94	4.134
81.96	4.033
81.98	4.016
82.00	4.006
82.02	4.012
82.04	4.011
82.06	4.893
82.08	6.395
82.10	4.714
82.12	3.873
82.14	4.047
82.16	4.000
82.18	2.737
82.20	1.136
82.22	1.339
82.24	1.175
82.26	1.310
82.28	1.186
82.30	1.322
82.32	1.258
82.34	1.260
82.36	1.221
82.38	1.251
82.40	1.232
82.42	1.229
82.44	1.295
82.46	1.209
82.48	1.282
82.50	-0.630
82.52	-1.612
82.54	-1.491
82.56	-1.495
82.58	-1.601
82.60	-1.337
82.62	-3.202
82.64	-4.322
82.66	-4.148
82.68	-4.106
82.70	-4.363
82.72	-2.573
82.74	-1.497
82.76	-0.676
82.78	1.418
82.80	-0.750
82.82	-1.646
82.84	-1.434
82.86	-1.659
82.88	-1.321
82.90	-2.599
82.92	-4.347
82.94	-4.090
82.96	-4.185
82.98	-2.380
83.00	-1.515
83.02	-1.713
83.04	-3.520
83.06	-2.769
83.08	-1.371
83.10	-1.611
83.12	-1.536
83.14	-1.580
83.16	-2.845
83.18	-4.303
83.20	-4.210
83.22	-3.829
83.24	-1.618
83.26	-1.552
83.28	-1.557
83.30	-1.533
83.32	-1.583
83.34	-1.505
83.36	-1.580
83.38	-1.506
83.40	-1.618
83.42	-1.473
83.44	-1.689
83.46	-1.061
83.48	0.343
83.50	0.952
83.52	1.181
83.54	0.877
83.56	0.892
83.58	1.146
83.60	1.050
83.62	1.111
83.64	1.066
83.66	1.100
83.68	1.060
83.70	0.773
83.72	1.099
83.74	1.057
83.76	1.118
83.78	1.022
83.80	1.189
83.82	0.653
83.84	0.011
83.86	0.175
83.88	-0.643
83.90	-1.297
83.92	-1.827
83.94	-1.402
83.96	-0.564
83.98	-0.161
84.00	0.209
84.02	-0.915
84.04	-1.578
84.06	0.471
84.08	1.075
84.10	0.963
84.12	1.142
84.14	0.906
84.16	1.112
84.18	0.129
84.20	-1.233
84.22	-1.579
84.24	-1.584
84.26	-1.572
84.28	-1.588
84.30	-1.569
84.32	-1.594
84.34	-1.564
84.36	-1.602
84.38	-1.555
84.40	-1.617
84.42	-1.535
84.44	-1.656
84.46	-1.381
84.48	-0.300
84.50	0.589
84.52	1.110
84.54	1.077
84.56	1.018
84.58	1.156
84.60	0.274
84.62	-0.311
84.64	0.069
84.66	0.681
84.68	1.143
84.70	1.024
84.72	0.911
84.74	1.037
84.76	3.098
84.78	3.961
84.80	3.895
84.82	3.870
84.84	4.003
84.86	3.191
84.88	1.391
84.90	1.125
84.92	1.302
84.94	-0.720
84.96	-1.770
84.98	-1.499
85.00	-1.644
